"tweetid", "userid", "tweet_text", "hashtags", "urls", "language", "sentiment"
851236240678670344,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @GuyChicago5151: Our support for President Trump should be unconditional- in relationships we might disagree with our partner but that d…,[],[],en,positive
844761319035219970,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @bcwilliams92: BREAKING : YES, President Trump CAN Fire James Comey  #maga https://t.co/slGXms0iKx https://t.co/YCUW8IX8ND",[maga],[http://crwd.fr/2mWNcuL],en,positive
820091304277254145,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @LaraLeaTrump: 1 week from today,all the hard work, the people who called us crazy, laughed at us &amp; thought that there was no shot, it w…",[],[],en,neutral
861011451124645888,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @ZiffyKat: @realDonaldTrump The liberal wannabe comedians who post under all your tweets are just wasting their time. We know you're mak…,[],[],en,positive
803878270529720320,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @Trumpocrats: @TallahForTrump @tariqnasheed I'm beside myself by his hate for America and how we have done so much to free an entire rac…,[],[],en,negative
820086619029979137,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @TrumpInaugural: JOIN US and @TobyKeithMusic THURSDAY at the Make America Great Again Welcome Celebration! #MAGA #TrumpInaugural https:/…,"[MAGA, TrumpInaugural]",[],en,positive
829869622169964545,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @realDonaldTrump: Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He…,[],[],en,negative
803155451466502144,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @rafshmatko: Exclusive Collection - #DonaldTrump, the US President - #LongSleeveTees  #teespring #tshirt #fashion #gifts https://t.co/Dw…","[DonaldTrump, LongSleeveTees, teespring, tshirt, fashion, gifts]",[],en,neutral
810949890167566337,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,JUST IN: Florida delivered 29 electoral votes to President-elect Donald Trump!👍🇺🇸 #ElectoralCollege #UpsideOf2016 https://t.co/EXHQ5wENEH,"[ElectoralCollege, UpsideOf2016]",[],en,neutral
772339005778034688,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @TheTrumpLady: NEW! AUG MAP via @StatesPoll: Trump will win in a landslide=&gt;He has the momentum, the stamina &amp; the American people! http…",[],[],en,positive
857791635123351552,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @ScottPresler: I'm out for a run with my Trump keeps promises sign and I just saved a turtle from being in the road. 🐢 https://t.co/lT3O…,[],[],en,neutral
919736270623879168,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @WenMaMa2: .🚨So touched 😢😪😭 We ❤️ ourVets&amp; militaryPatriots🇺🇸 U r the BEST in 🇺🇸 #MAGA @realDonaldTrump @munsue @UTHornsRawk @ari_russia…,[MAGA],[],en,positive
924721002378010624,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @DonaldJTrumpJr: Life is hard; it’s even harder when you’re stupid. https://t.co/rpS7svtfvf,[],[],en,negative
860315938360508416,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @Scavino45: Marine One lands with @POTUS @realDonaldTrump in NYC this evening. Wonderful time at USS Intrepid for 75th Anniv ~ Battle of…,[],[],en,positive
848004904727625728,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @TheMeemStreams: BREAKING‼️ #realdonaldtrump seen putting #RUSSIAN DRESSING ON HIS SALAD 🥗 😂😂 #fakenews @CNN #russiagate #DeepStateGate…,"[realdonaldtrump, RUSSIAN, fakenews, russiagate, DeepStateGate]",[],en,negative
852625996956147712,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @rharrisonfries: President Trump has boarded AF 1 headed to Mara A Lago for Easter weekend ! Thankfully he is not … #MAGA  #united https…,"[MAGA, united]",[],en,positive
884894459686670336,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @realDonaldTrump: Working hard to get the Olympics for the United States (L.A.). Stay tuned!,[],[],en,positive
833013315131486208,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @crashgear: @Pieter_Gericke @realDonaldTrump @CNN See this is how they control Liberals. From the Toilet to the Brain!! Sheeple!!,[],[],en,negative
798325232385654785,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @foxandfriends: .@mgoodwin_nypost: President-elect Trump's win proves biased media need to change https://t.co/ZEAmzIVzHR https://t.co/j…,[],[http://bit.ly/2fSmqTU],en,positive
882410494157398016,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @ANOMALY1: 🚨ALERT🚨DISGRACE‼️@Twitter #Suspends @TEN_GOP One of Greatest Trump Supporter on #Twitter‼️ https://t.co/sqDwGY3KeQ,"[Suspends, Twitter]",[],en,neutral
811383607138783232,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @TheLetter42: @DavidGMcAfee @realDonaldTrump You sure showed him by angrily ranting!,[],[],en,positive
872254899903266817,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @GOPin2020: @realDonaldTrump DOJ confiscated all Comey's tapes, files, computers when Trump fired him.  Comey boxed in, cannot lie becau…",[],[],en,positive
835544002912911360,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @PrisonPlanet: You mean like leftists have been saying Trump is a great danger to the world for over a year? https://t.co/6bvDxmL5nP,[],[https://twitter.com/JessicaValenti/status/835466940600680448],en,negative
834454389343399936,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @kitten_nc: Watch: American Urban Radio's April Ryan Accuses Trump of Saying White People 'Made' America - Breitbart https://t.co/sqTJ6D…,[],[],en,negative
922019000338354178,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @Scavino45: What #CoSGenKelly hears President @realDonaldTrump often say (and to the group many times) re: nuclear weapons.... https://t…,[CoSGenKelly],[],en,neutral
937479981847871488,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @RealDJTrumpTeam: via @TuckerCarlson  AG Sessions: @realDonaldTrump is doing everything possible to get sanctuary cities to reverse thei…,[],[],en,positive
896766124850806785,306fa811b7752ad7737c5acd42395e999e5a8fb72a3a83ff2c983f86e5ee8d8b,#adsnn Insane Dictator’s Son THREATENS to “Take the White House” from Trump https://t.co/HeJgUvnund #adns https://t.co/aqMNEjN1rV,"[adsnn, adns]",[http://ift.tt/2vS94Pi],en,negative
989677780001411073,905141386781085696,RT @ShaunKing: Several women who are survivors of sexual assault told me how much it hurt to hear &amp; see Kanye say he loves Donald Trump and…,[],[],en,negative
975913820748238848,905141386781085696,"Former Nixon White House counsel John Dean: ""Trump is Nixon on steroids and stilts"".",[],[],en,negative
976654497169788929,905141386781085696,In today's news:  - Neo-Nazi wins Illinois GOP primary.  - White supremacist murders black folks in Austin with mail bombs.  - Unarmed black man Stephon Clark shot &amp; killed by police in his own backyard.  This is Trump's America.,[],[],en,negative
816973838990868480,2753146444,Ohio Gov. John Kasich to attend President-elect Donald Trump's inauguration: Ohio Poli... https://t.co/S4yhDLqoHo https://t.co/zFKThUfU4T,[],[http://www.cleveland.com/politics/index.ssf/2017/01/ohio_gov_john_kasich_to_attend.html],en,neutral
777213815310184448,1fdac06ebb156f54ed03ca124d7faa8638dff2e7229910e4b52c0149b18dd7f0,RT @Bane1349: I Loved watching that Major Asshole from CBS BLOW a 100 Amp Fuse Live On Air.  His Hatred of Mr Trump was palpable https://t.…,[],[https://twitter.com/mitchellvii/status/776866615304523777],en,negative
696138129808297984,0ab37cc5aec441fef5b58039b1aa2de2c904e48d67c32325117d7894ef97414c,"Donald Trump leads Ted Cruz, John Kasich by 15 points in N.H.: poll #ABCNews  #ABCGOPDebate","[ABCNews, ABCGOPDebate]",[],en,positive
798870897788653569,8a3c0cdcac971eaf9f7802a5688faea3aadd850e5d2e214941c2ccbdcaf4ac32,RT @MRAS77: The Aryan Nations skinheads of the past control the GOP #teaparty today. Trump's Aryan America.  @MSNBC #TCOT #MAGA @CNN @cspan…,"[teaparty, TCOT, MAGA]",[],en,positive
789643005724594176,8a3c0cdcac971eaf9f7802a5688faea3aadd850e5d2e214941c2ccbdcaf4ac32,RT @thepoliticalcat: Trump is reiterating some of the most dangerous lines from previous years &amp; revolting movements like his own. :P https…,[],[],en,negative
610856577332068355,cc696b8833483f783db366ea3a7e36a45d7aa49fe4e60d329308b54abb056bdb,There are probably some Americans out there who think Trump would do a better job than Obama you know @flame_gloriosa @night0nmars @TIMENOUT,[],[],en,negative
784072642697437185,cfe9315d7429aedb7f843a165185d91f0ae819e54026d8a22a4f6e539f5e9132,RT @JonCozart: Either Trump loses the election or he destroys the planet before we invent time travel to stop him from winning,[],[],en,negative
788690926914764800,3e4926039b55bcd7f2182ee1c9234fd9458adefac0b7f919ede18d8d9597b1c0,"RT @RealDonalDrumpf: My University will teach you my secrets of success, like how to lose $916M in a single year https://t.co/sw1LcyLdcC",[],[https://twitter.com/voxdotcom/status/788449597442101248],en,negative
873769184106135552,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @TrumptheB: @TrumpingTheLeft CAN WE START WITH THE ONES ALREADY INSIDE THE USA? YOU SAID YOU WOULD PROTECT US!! https://t.co/tEvo9bBysu,[],[],en,neutral
889995609192648705,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @The_Trump_Train: @realDonaldTrump It's time to clean the corruption out of Washington. Obama appointed officials must be fired immediat…,[],[],en,positive
807281218672738304,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @KatrinaPierson: RT if you knew Pres-elect @realDonaldTrump was going to be the 45th President of the United States from the day he anno…,[],[],en,neutral
803876412679602176,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @HOOGGGIIE: @DrJudeBug @Trumpocrats @BerryAlicia @realDonaldTrump I just don't see the point in doing it &amp; it's disrespectful The us fla…,[],[],en,negative
854379152807297024,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @pnehlen: Trump's in Wisconsin today and Speaker Ryan's in Europe. Ryan's telling them all the great things Ryan's done. Will be a very…,[],[],en,neutral
802991860562038784,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @MiltonWolfMD: Read @BarackObama's and @realDonaldTrump's statements again and ask yourself who has the moral clarity and courage to cal…,[],[],en,neutral
835618148929789952,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @realDonaldTrump: Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for t…",[],[],en,neutral
919734956007473152,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @JulianAssange: Wikileaks email shows Clinton 'sealed her OWN FATE’ in plot to make Donald Trump her rival https://t.co/wMWi8lSgcO,[],[https://www.express.co.uk/news/world/730459/Julian-Assange-Wikileaks-Hillary-Clinton-Donald-Trump-pied-pipers],en,positive
886060046068482049,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @ILoveDJTrump: Holy shit, if the candy asses at @CNN thought the meme @realDonaldTrump tweeted was offensive, they oughtta see the newes…",[],[],en,negative
846062599074557952,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @The_Trump_Train: Glad to see @POTUS working with house conservatives to repeal Obamacare. Nice to finally have a leader in the WH. #MAGA…,[],[],en,positive
674338683789668352,472e7bbdf45c0888fd7e8aae3d6a8471da35511d18fe72f6b5e86a9f5471dc0e,@nytimes his supporters are as bigoted as Trump himself,[],[],en,neutral
826493847903539200,e7c3a4b1e42a99361173456b74a01fe65033e637c69944fbc8e0a6f568416fd4,"RT @cgpb: Liberals, Democrats &amp; NoTrump; FOCUS! Republican, Conservative&amp;pro Trumpers aren't your enemy. THESE TERRORISTSARE! https://t.co/…",[],[],en,positive
784517406030979072,2943515140,#TopNews Trump apologizes for lewd talk caught on live microphone in 2005,[TopNews],[],en,negative
631871155985514496,d5b03d33025be9a213bb9177892a502894142060da1696d70ddefd80f9e3d82c,#TrumpBecause he is the only guy talking about China and Mexico stealing our jobs! #Trump2016 #MAGA !!!!! 👨🏻💅🏻😨,"[TrumpBecause, Trump2016]",[],en,positive
853498856839016448,c567f55d5430039ab5b53980a337cd6e3399e842f186e3930a92d7f2e11d27d6,"RT @ZaibatsuNews: Without a trace of irony, WH says Mar-A-Lago makes Trump accessible to ""regular Americans"" https://t.co/fCziIFj2Ry https:…",[],[http://bit.ly/2kYqArY],en,neutral
793620389251342336,2495567768,"VIDEO: Race tightening, Clinton revives Trump-women issue https://t.co/fbrBaYWrTl",[],[http://bit.ly/2fCxRiK],en,positive
786742995328512000,2495567768,Trump supporters tweet #repealthe19th https://t.co/VXKqFDN9UB,[repealthe19th],[http://bit.ly/2e0WZg6],en,neutral
785506717438054400,2495567768,House Speaker Paul Ryan won’t defend Trump now or in future https://t.co/CGz0JDb2i5,[],[http://bit.ly/2ejM7we],en,negative
861633620355805184,2571870453,Senate to vote on Trump’s pick for Air Force secretary https://t.co/lQxAVAqiBy https://t.co/W1vuGXejlw,[],[http://www.detroitnews.com/story/news/politics/2017/05/08/senate-air-force-secretary/101431010/],en,neutral
835162051043450880,fb6f6cc1a31b47965d9894b89d576add7a679a77e9022aad33d6c0c2310cd789,"RT @danmericaCNN: Trump on the media: ""It doesn't represent the people, it never will represent the people and we're going to do something…",[],[],en,positive
795186787656278016,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"Trump is with us so we can put an end to @BarackObama's failed agenda, move at a new direction, and #MakeAmericaGreatAgain!  #ImWithYou https://t.co/5XpdF8v0jI","[MakeAmericaGreatAgain, ImWithYou]",[https://twitter.com/HillaryClinton/status/794906854216396800],en,positive
887465200399466496,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @perfectsliders: Congress listen to #Trump &amp; #WeThePeople If you don't work until you PASS a Health Care Bill (before you go home)🥊YOU W…,"[Trump, WeThePeople]",[],en,positive
936806246086164480,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @SenateGOP: Senate Republicans and @POTUS @realDonaldTrump are seizing this once-in-a-generation opportunity to cut taxes for American f…,[],[],en,positive
804882275254956032,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,RT @MattLaDolcetta: An excellent (and patriotic) way to decorate your tree with support this season. Selling fast! #MAGA #Trump45 https://t…,"[MAGA, Trump45]",[],en,positive
848729276589289473,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,"RT @UTHornsRawk: .@Cernovich #Periscope: S. Rice unmasked Trump transition team, NY Times sat on story, so I got it. (Thanks M… https://t.c…",[Periscope],[],en,neutral
