userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language
408194acb6716660eccebfaff86d74272be45ec469b487d3d7867c2fa8e73bdf,408194acb6716660eccebfaff86d74272be45ec469b487d3d7867c2fa8e73bdf,408194acb6716660eccebfaff86d74272be45ec469b487d3d7867c2fa8e73bdf,,,,121,968,2016-07-06,de
6c8de0fcc8c072cd9c285a3f2664156fdc61fbdc58d44107082d9a5245bfddfd,6c8de0fcc8c072cd9c285a3f2664156fdc61fbdc58d44107082d9a5245bfddfd,6c8de0fcc8c072cd9c285a3f2664156fdc61fbdc58d44107082d9a5245bfddfd,New-York,Lucky men,,140,192,2013-09-26,en
467b486e5e2bb4e93145a687cd98c20b1b5475c8a7c9021025c8af976e407943,467b486e5e2bb4e93145a687cd98c20b1b5475c8a7c9021025c8af976e407943,467b486e5e2bb4e93145a687cd98c20b1b5475c8a7c9021025c8af976e407943,,,,0,3,2013-01-25,ru
2997392589,Вестник Донецка,DonetskNovosti,Донецк,Донецк - это Новороссия!  #Донецк #Донбасс #ДНР #Новороссия   Связаться с нами: https://t.co/tuoPFdAUWi,,45013,293,2015-01-25,ru
feb5eee358c94405b6617164fd66ba34e5be4b17e8c3808345835f87c8681f77,feb5eee358c94405b6617164fd66ba34e5be4b17e8c3808345835f87c8681f77,feb5eee358c94405b6617164fd66ba34e5be4b17e8c3808345835f87c8681f77,Syria,,,0,6,2015-10-12,ar
856a13d3be610cc16ec4698beba6c6f904416b8e17e874d08dd32662d5b2bf18,856a13d3be610cc16ec4698beba6c6f904416b8e17e874d08dd32662d5b2bf18,856a13d3be610cc16ec4698beba6c6f904416b8e17e874d08dd32662d5b2bf18,Санкт-Петербург,"Не всегда говори, что знаешь, но всегда знай что говоришь.",,232,236,2014-03-21,ru
a3384adbe62ff6c2bb08186ef33488cbd51be8ec4cc1167fc175114babd13ec0,a3384adbe62ff6c2bb08186ef33488cbd51be8ec4cc1167fc175114babd13ec0,a3384adbe62ff6c2bb08186ef33488cbd51be8ec4cc1167fc175114babd13ec0,,,,15,238,2017-08-02,ru
42650e6f2abf1260d46c5939f365ae8b127a6fb0a34634c6ce0fbbcfef2e0108,42650e6f2abf1260d46c5939f365ae8b127a6fb0a34634c6ce0fbbcfef2e0108,42650e6f2abf1260d46c5939f365ae8b127a6fb0a34634c6ce0fbbcfef2e0108,Washington,I can't  be alone,,134,206,2013-08-05,en
d28b48ec7088514259b2242babfe7575abb022e48e86c5a05444c7616c5af176,d28b48ec7088514259b2242babfe7575abb022e48e86c5a05444c7616c5af176,d28b48ec7088514259b2242babfe7575abb022e48e86c5a05444c7616c5af176,USA,,,18,120,2014-06-19,en
d9a2df2138b848f6c1b9c78d29b8daa0dce18a0e2270301ad5fdd8148094734c,d9a2df2138b848f6c1b9c78d29b8daa0dce18a0e2270301ad5fdd8148094734c,d9a2df2138b848f6c1b9c78d29b8daa0dce18a0e2270301ad5fdd8148094734c,"Washington, DC",Political Discussion,http://t.co/orzlcA6x9P,22,4,2015-06-10,en
d905545991b57224bf9870e562204fa1960d5b33c226fcd3d2cd8cb45b89fdc5,d905545991b57224bf9870e562204fa1960d5b33c226fcd3d2cd8cb45b89fdc5,d905545991b57224bf9870e562204fa1960d5b33c226fcd3d2cd8cb45b89fdc5,Kansas,An unexamined life is not worth living.,,26,60,2014-06-05,en
83c975212747d78fede6463b2e54da7896e83c9c58a5dbd8d9ee88f1829702ce,83c975212747d78fede6463b2e54da7896e83c9c58a5dbd8d9ee88f1829702ce,83c975212747d78fede6463b2e54da7896e83c9c58a5dbd8d9ee88f1829702ce,USA,,,0,0,2014-05-30,en
cd7dd50cd6a81905e61471085eedecd7eb4c265f9ce730ddbf6acf6059990020,cd7dd50cd6a81905e61471085eedecd7eb4c265f9ce730ddbf6acf6059990020,cd7dd50cd6a81905e61471085eedecd7eb4c265f9ce730ddbf6acf6059990020,СПБ,#books #music #movies #1D #SelenaGomez #5sos #30STM,,276,274,2014-05-23,en
9a249b1053ab3f3cc99fc5022849a3261d3e556bf01038332cda9371cbfb35d7,9a249b1053ab3f3cc99fc5022849a3261d3e556bf01038332cda9371cbfb35d7,9a249b1053ab3f3cc99fc5022849a3261d3e556bf01038332cda9371cbfb35d7,,,,470,461,2014-09-04,en
8e2e278c102053c36ed164650245783714994f8523ff9077bf6180def8a79cb9,8e2e278c102053c36ed164650245783714994f8523ff9077bf6180def8a79cb9,8e2e278c102053c36ed164650245783714994f8523ff9077bf6180def8a79cb9,Manchester,Main.,,105,91,2013-08-22,en
802dee56c2dc8f48434dc27dcf9d8bc79ae10810407f12fa09cfe02dc408af15,802dee56c2dc8f48434dc27dcf9d8bc79ae10810407f12fa09cfe02dc408af15,802dee56c2dc8f48434dc27dcf9d8bc79ae10810407f12fa09cfe02dc408af15,Выборг,,,350,286,2014-05-03,ru
f5fcef7b032f4e8bfd4eca3563218975954570676f70d92fee9926e586a12f46,f5fcef7b032f4e8bfd4eca3563218975954570676f70d92fee9926e586a12f46,f5fcef7b032f4e8bfd4eca3563218975954570676f70d92fee9926e586a12f46,Atlanta,Staying quiet doesn’t mean I’ve nothing to say. It means I don’t think you’re ready to hear my thoughts.,,474,738,2014-05-18,en
80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61,80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61,80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61,LA,stars are mine,,4072,3713,2014-05-09,en
5b18dde97ea367615316f7fcc4bc9c59d157409d5e6ec1fb54d6ebead91cc658,5b18dde97ea367615316f7fcc4bc9c59d157409d5e6ec1fb54d6ebead91cc658,5b18dde97ea367615316f7fcc4bc9c59d157409d5e6ec1fb54d6ebead91cc658,"Санкт-Петербург, Россия","Блогер, публицист, гражданин",https://t.co/EVzZiSdaI5,256,210,2017-02-06,ru
dcf41049208eed29f0c4794a4823a6d9c1808a8bc3c5cae595032c449170dab6,dcf41049208eed29f0c4794a4823a6d9c1808a8bc3c5cae595032c449170dab6,dcf41049208eed29f0c4794a4823a6d9c1808a8bc3c5cae595032c449170dab6,USA,Love my life,,127,174,2013-08-08,en
ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26,ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26,ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26,USA,,,3708,3414,2014-07-03,en
e650629f7fa7d2852b71d3b52a6f66ab15104490e812238759403856c66378f8,e650629f7fa7d2852b71d3b52a6f66ab15104490e812238759403856c66378f8,e650629f7fa7d2852b71d3b52a6f66ab15104490e812238759403856c66378f8,St. Petersburg,,,249,1125,2013-12-31,ru
f88c1aa7a3a72c5728bdc2400c6c43ec37dc9f6c46e9fabb3346c2b1b7ac1155,f88c1aa7a3a72c5728bdc2400c6c43ec37dc9f6c46e9fabb3346c2b1b7ac1155,f88c1aa7a3a72c5728bdc2400c6c43ec37dc9f6c46e9fabb3346c2b1b7ac1155,,"It’s just a bad day, not a bad life!",,32,211,2009-10-08,en
a4de26683ef530f3ee848e5e16b44d7df0ba9b7b812664f980661bd65c399b60,a4de26683ef530f3ee848e5e16b44d7df0ba9b7b812664f980661bd65c399b60,a4de26683ef530f3ee848e5e16b44d7df0ba9b7b812664f980661bd65c399b60,Омск,Приму в дар Audi R8 =)),,203,1447,2014-05-16,en
e00562471be394e91434fe148f1edba4650993054fea7441bfe9e14adff1c06b,e00562471be394e91434fe148f1edba4650993054fea7441bfe9e14adff1c06b,e00562471be394e91434fe148f1edba4650993054fea7441bfe9e14adff1c06b,New Haven,,,143,230,2013-08-28,en
d4f9ad1862ea7fa4f4e998403c11289532a1e1a667097f5f2f27be8c7f25ca2d,d4f9ad1862ea7fa4f4e998403c11289532a1e1a667097f5f2f27be8c7f25ca2d,d4f9ad1862ea7fa4f4e998403c11289532a1e1a667097f5f2f27be8c7f25ca2d,Chicago,I'm designer,,465,649,2014-05-09,en
68846b1d5145ea88b1c32e7c480e94f580c698f0afb3cd3a22f4ec848ac991b2,68846b1d5145ea88b1c32e7c480e94f580c698f0afb3cd3a22f4ec848ac991b2,68846b1d5145ea88b1c32e7c480e94f580c698f0afb3cd3a22f4ec848ac991b2,USA,"Whatever the mind of man can conceive and believe, it can achieve.",,59,253,2014-05-04,en
f1682db7fc03e3b051b1a7d6fa523c246f8cc7c912a1d9a9a78049683ec00b6d,f1682db7fc03e3b051b1a7d6fa523c246f8cc7c912a1d9a9a78049683ec00b6d,f1682db7fc03e3b051b1a7d6fa523c246f8cc7c912a1d9a9a78049683ec00b6d,,,,31,132,2014-06-22,en
5954c3bbfdcb94237de959a6ebabc4cbbdca93cd042e0dacf14050bc47342e9e,5954c3bbfdcb94237de959a6ebabc4cbbdca93cd042e0dacf14050bc47342e9e,5954c3bbfdcb94237de959a6ebabc4cbbdca93cd042e0dacf14050bc47342e9e,USA,Subtly charming analyst. Unapologetic reader. Passionate problem solver,,101,107,2013-09-03,en
890231867651354624,Wornpath,Wwornpath,,,,29750,0,2017-07-26,ru
dfee299ad7755c7ac1d7c1e43f008c123369f6b13ff68d579ef56937353c9549,dfee299ad7755c7ac1d7c1e43f008c123369f6b13ff68d579ef56937353c9549,dfee299ad7755c7ac1d7c1e43f008c123369f6b13ff68d579ef56937353c9549,USA,Everything you’ve ever wanted is on the other side of fear.,,193,118,2013-08-05,en
779d9a7ddae71541de920634b43e24eab64bb3f67166a4dada1aa7a21de28cce,779d9a7ddae71541de920634b43e24eab64bb3f67166a4dada1aa7a21de28cce,779d9a7ddae71541de920634b43e24eab64bb3f67166a4dada1aa7a21de28cce,USA,,,33,89,2014-05-30,en
f290819eef9a5d8e95e7bcd20808308ad2e46de6a4d9140361659605ae8a37ad,f290819eef9a5d8e95e7bcd20808308ad2e46de6a4d9140361659605ae8a37ad,f290819eef9a5d8e95e7bcd20808308ad2e46de6a4d9140361659605ae8a37ad,USA,Passion,,96,116,2013-06-18,en
b216921eeca60bcac315b7ea497da0eb8ff3167729c5fabfa28e4960d73b5df5,b216921eeca60bcac315b7ea497da0eb8ff3167729c5fabfa28e4960d73b5df5,b216921eeca60bcac315b7ea497da0eb8ff3167729c5fabfa28e4960d73b5df5,London,Just like you,,31,303,2015-03-20,en
83216c1bdaf0245f9ac5b98a8c4b3cf2a1634b74d8b38dce5641f292a56c10d6,83216c1bdaf0245f9ac5b98a8c4b3cf2a1634b74d8b38dce5641f292a56c10d6,83216c1bdaf0245f9ac5b98a8c4b3cf2a1634b74d8b38dce5641f292a56c10d6,"Ferguson, MO",You miss 100% of the shots you don’t take,,874,760,2013-08-18,en
608d2296f4543a1419d7bc50c846380d650b5afe8abc2e1c25abbf2f8aa28ce4,608d2296f4543a1419d7bc50c846380d650b5afe8abc2e1c25abbf2f8aa28ce4,608d2296f4543a1419d7bc50c846380d650b5afe8abc2e1c25abbf2f8aa28ce4,Россия,Модель,,298,2002,2014-05-28,ru
131cfaf0e98c7d2951f147fc2f3c7ba6e6667e98cc649deb51713abbe288e898,131cfaf0e98c7d2951f147fc2f3c7ba6e6667e98cc649deb51713abbe288e898,131cfaf0e98c7d2951f147fc2f3c7ba6e6667e98cc649deb51713abbe288e898,USA,Rap,,51,46,2014-05-30,en
05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,America,"Life is what we make it, always has been, always will be.",,188,175,2013-08-22,en
9adeda1c182fff8e0dbe27c909dd6bdec483641dcdc611bb6d2fdda7088babd8,9adeda1c182fff8e0dbe27c909dd6bdec483641dcdc611bb6d2fdda7088babd8,9adeda1c182fff8e0dbe27c909dd6bdec483641dcdc611bb6d2fdda7088babd8,Россия,,http://t.co/XzcO5DDP4A,92,117,2014-05-10,ru
6ca21c26de8159386b71428b8bdadf732bd854614dadea9086770b71bbe1df6a,6ca21c26de8159386b71428b8bdadf732bd854614dadea9086770b71bbe1df6a,6ca21c26de8159386b71428b8bdadf732bd854614dadea9086770b71bbe1df6a,USA,"If we ever forget we are one Nation under GOD, then we will be a Nation gone under. #Reagan #Christian #2A #prolife #DogLover #Conservative #businessowner",,1781,1740,2013-08-18,en
71fa986ac76810a01730b0485ca43276afa849be4264541243ac44e6de6b5a5f,71fa986ac76810a01730b0485ca43276afa849be4264541243ac44e6de6b5a5f,71fa986ac76810a01730b0485ca43276afa849be4264541243ac44e6de6b5a5f,Новосибирск,"Ни водой, ни огнем мы не пользуемся так часто, как дружбой. - Цицерон Добавляйте в друзья followback",,1504,443,2012-08-21,ru
4301962823,Black News,BlackNewsOutlet,Black America,Freedom is never given; it is won. #BlackLivesMatter,,40458,29659,2015-11-28,en
5b6125dbf463398268bb36b9ce059844dc93505bd3939c2b3f81a4966ad02a91,5b6125dbf463398268bb36b9ce059844dc93505bd3939c2b3f81a4966ad02a91,5b6125dbf463398268bb36b9ce059844dc93505bd3939c2b3f81a4966ad02a91,سوريا,طالب,,111,134,2014-05-30,en
7588b88433ba2fa4b6dc6880eed96ae3c783355abd9561accf9c62687a335b8d,7588b88433ba2fa4b6dc6880eed96ae3c783355abd9561accf9c62687a335b8d,7588b88433ba2fa4b6dc6880eed96ae3c783355abd9561accf9c62687a335b8d,"Dresden, Sachsen","Fauler Student, ich studiere Wirtschaftsinformatik, spiele in der Freizeit  Tennis und spaziere mit meinen Freunden gern",,988,1600,2016-04-08,de
86fd7e3c6a1e1ab5e501717d3b0cf223d40d83659dbb37d3ebc8fd4c76784e0a,86fd7e3c6a1e1ab5e501717d3b0cf223d40d83659dbb37d3ebc8fd4c76784e0a,86fd7e3c6a1e1ab5e501717d3b0cf223d40d83659dbb37d3ebc8fd4c76784e0a,United States,,,85,99,2014-05-26,en
0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c,0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c,0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c,"Atlanta, GA","warm as the sun, dipped in black. full time protagonist, womanist, & revolutionary | STRENGTH, COURAGE, & WISDOM.",,815,817,2013-08-13,en
ce88fa855f9d0064cd85cd7938b4b484b4de4966d2462802a40e72b98ce354b0,ce88fa855f9d0064cd85cd7938b4b484b4de4966d2462802a40e72b98ce354b0,ce88fa855f9d0064cd85cd7938b4b484b4de4966d2462802a40e72b98ce354b0,,,,399,405,2014-09-02,en
7cea8fae16c1df6f3b0f9d5f6ebadd6575f8344e9bf62f048977992558fb8937,7cea8fae16c1df6f3b0f9d5f6ebadd6575f8344e9bf62f048977992558fb8937,7cea8fae16c1df6f3b0f9d5f6ebadd6575f8344e9bf62f048977992558fb8937,,#30stm #BVB #LinkinPark #BringMeTheHorizon #ThreeDaysGrace #GreenDay,,262,342,2013-10-07,en
e18b35556cd304be648a39362aa1281f5be6f614c8a99f5f396790b3c641ca92,e18b35556cd304be648a39362aa1281f5be6f614c8a99f5f396790b3c641ca92,e18b35556cd304be648a39362aa1281f5be6f614c8a99f5f396790b3c641ca92,Chicago,,,57,119,2014-04-24,en
ec3172e48cd93cdff21e9f6f6248979cc7aa1cd8345b1e9957b5c46042c161f6,ec3172e48cd93cdff21e9f6f6248979cc7aa1cd8345b1e9957b5c46042c161f6,ec3172e48cd93cdff21e9f6f6248979cc7aa1cd8345b1e9957b5c46042c161f6,"Washington, DC","Son of Emirates immigrants, born in NY, Muslim. Avid reader, TV series watcher (LOST 4ever!). Live in Brooklyn, NY.",,267,790,2016-01-04,en
1650681522,Messiah Haynes,IlikeBIGbuttand,United States,The only true wisdom is in knowing you know nothing!,,5172,2833,2013-08-06,en
4c967da6f43af59b575398aab8c81bf6a3827a0dad9e4b9eb166e6df9c6b0676,4c967da6f43af59b575398aab8c81bf6a3827a0dad9e4b9eb166e6df9c6b0676,4c967da6f43af59b575398aab8c81bf6a3827a0dad9e4b9eb166e6df9c6b0676,,#USA #Merkel #Deutschland,,27,404,2016-07-12,de
4728ce55f167bdbe09054a661cd4eb00f0c35d50d1d0b8b6d918b47c86335ec7,4728ce55f167bdbe09054a661cd4eb00f0c35d50d1d0b8b6d918b47c86335ec7,4728ce55f167bdbe09054a661cd4eb00f0c35d50d1d0b8b6d918b47c86335ec7,USA,What’s money? A man is a success if he gets up in the morning and goes to bed at night and in between does what he wants to do.,,2310,2493,2014-06-12,en
080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875,080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875,080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875,"Newark, NJ",Newark's latest news source. Follow us for original reporting and trusted news @NewarkVoice,,4604,1988,2015-03-15,en
06d7d487b33fd20c3daeab8a6999a07eab9d7a7fcc66e05a49790803e078315d,06d7d487b33fd20c3daeab8a6999a07eab9d7a7fcc66e05a49790803e078315d,06d7d487b33fd20c3daeab8a6999a07eab9d7a7fcc66e05a49790803e078315d,"Washington, D.C.",,,53,110,2014-05-13,en
a250c1d1b9a018abd017f951dc2e7a4ba34a7f1de24290e1cda42f1caf7121b8,a250c1d1b9a018abd017f951dc2e7a4ba34a7f1de24290e1cda42f1caf7121b8,a250c1d1b9a018abd017f951dc2e7a4ba34a7f1de24290e1cda42f1caf7121b8,USA,"A Patriot,a gun loving, pickup driving, Constitutionalists --- God Bless the USA ---- Retweets & links are not an endorsment !",,317,253,2013-08-12,en
c4a2b985606a549db41606869cb7d4d616cecc4e5cb497213862348a9691ae1c,c4a2b985606a549db41606869cb7d4d616cecc4e5cb497213862348a9691ae1c,c4a2b985606a549db41606869cb7d4d616cecc4e5cb497213862348a9691ae1c,,"Subtly charming introvert , passionated",,106,54,2013-06-14,en
be0d211f33d2f6082eef3e88f8de615ec5e48cc27ffd468f8b363d9c1a7b7c50,be0d211f33d2f6082eef3e88f8de615ec5e48cc27ffd468f8b363d9c1a7b7c50,be0d211f33d2f6082eef3e88f8de615ec5e48cc27ffd468f8b363d9c1a7b7c50,омск,"человек, произошедший от дельфинов",,225,221,2014-05-30,en
0cec2af5f5508e32090a28c68fb95cc67212dde8fc881a32ec60951365388f68,0cec2af5f5508e32090a28c68fb95cc67212dde8fc881a32ec60951365388f68,0cec2af5f5508e32090a28c68fb95cc67212dde8fc881a32ec60951365388f68,Moscow,"Файер-шоу и пои # ,   3 года.Орнитолог",,109,43,2013-12-07,en
87cfcd414d68e90a2d8331164c668197a17f451113ca04353ce09f305a17158e,87cfcd414d68e90a2d8331164c668197a17f451113ca04353ce09f305a17158e,87cfcd414d68e90a2d8331164c668197a17f451113ca04353ce09f305a17158e,Запорожье,"Ненавижу грязь, которую сеет российская пропагандистская машина. Бог всё видит",,92,285,2014-04-22,ru
329ac86726f375342d7270ed05566a91452ec72b984495734bf38ca2d321b811,329ac86726f375342d7270ed05566a91452ec72b984495734bf38ca2d321b811,329ac86726f375342d7270ed05566a91452ec72b984495734bf38ca2d321b811,"Москва, Россия","Люблю все новое и яркое))люблю музыку, читаю новости в интернете,интересуюсь политикой",,190,593,2015-10-19,ru
93640db4709f52f23511c1044c0d0468b2066ec02c11ec95957d1b49c6121c9e,93640db4709f52f23511c1044c0d0468b2066ec02c11ec95957d1b49c6121c9e,93640db4709f52f23511c1044c0d0468b2066ec02c11ec95957d1b49c6121c9e,USA,embrace yourself,,131,136,2013-08-11,en
d28405aaa008ee6a3f53f29f9af885cd78d20511332e583c9eb167df876d94c4,d28405aaa008ee6a3f53f29f9af885cd78d20511332e583c9eb167df876d94c4,d28405aaa008ee6a3f53f29f9af885cd78d20511332e583c9eb167df876d94c4,Питер,"моряк, патриот, человек и пароход :))",,133,113,2013-12-22,ru
5e531f29d8e63cbffa6b7e36838570675caf01a02a31b9f5cb48166ff793e709,5e531f29d8e63cbffa6b7e36838570675caf01a02a31b9f5cb48166ff793e709,5e531f29d8e63cbffa6b7e36838570675caf01a02a31b9f5cb48166ff793e709,USA,life is a party,,199,251,2013-08-31,en
7011c63d6d8a40ebe211ce7a25b11552facea723e2f7bf0a6c3b80cd03e0042e,7011c63d6d8a40ebe211ce7a25b11552facea723e2f7bf0a6c3b80cd03e0042e,7011c63d6d8a40ebe211ce7a25b11552facea723e2f7bf0a6c3b80cd03e0042e,Липецк,Ай эм тру хикка,,131,913,2013-11-24,ru
f4c087e05fe8be2da5729f15fe7db68fa7557a7bfdc7b699a0339f01786b2063,f4c087e05fe8be2da5729f15fe7db68fa7557a7bfdc7b699a0339f01786b2063,f4c087e05fe8be2da5729f15fe7db68fa7557a7bfdc7b699a0339f01786b2063,Dallas,,,50,19,2014-05-18,en
cb19bcc60fa490a1ef7843257efe2f1c2b430e83fdf6a1f43a88d5913aeea141,cb19bcc60fa490a1ef7843257efe2f1c2b430e83fdf6a1f43a88d5913aeea141,cb19bcc60fa490a1ef7843257efe2f1c2b430e83fdf6a1f43a88d5913aeea141,USA,,,135,170,2013-08-03,en
c015d72a067728880e43acc8d3aafebe9ed40c5ccfb9f9561e2875eb7d96ebb8,c015d72a067728880e43acc8d3aafebe9ed40c5ccfb9f9561e2875eb7d96ebb8,c015d72a067728880e43acc8d3aafebe9ed40c5ccfb9f9561e2875eb7d96ebb8,USA,"Life is a succession of moments, to live each one is to succeed",,111,112,2013-09-17,en
2262049316,ЖИВОЙ ДАЙДЖЕСТ,digestlj,Санкт-Петербург,В Живом Дайджесте мы собираем всё самое захватывающее и увлекательное.,http://t.co/ZzWq22htSS,16390,1200,2013-12-25,ru
e1c4cd815926b92691660738cd682335520a24fb08765655c261b07ef591b653,e1c4cd815926b92691660738cd682335520a24fb08765655c261b07ef591b653,e1c4cd815926b92691660738cd682335520a24fb08765655c261b07ef591b653,USA,BassLine Junkie | Black Lives Matter Activist | Baller | Nigga with Attitude,,1075,857,2013-08-08,en
ec724f6e69f87a54b8c459ee3cb9b91aa78a15499ec23a1b88b9f1f93deda999,ec724f6e69f87a54b8c459ee3cb9b91aa78a15499ec23a1b88b9f1f93deda999,ec724f6e69f87a54b8c459ee3cb9b91aa78a15499ec23a1b88b9f1f93deda999,,Ich liebe die #USA!,,154,1578,2016-07-12,de
3feb2abeb8697fbda9b0487f3d546d51633a36ba3d39aadac9c91b49bd0a6295,3feb2abeb8697fbda9b0487f3d546d51633a36ba3d39aadac9c91b49bd0a6295,3feb2abeb8697fbda9b0487f3d546d51633a36ba3d39aadac9c91b49bd0a6295,ATL,tutor,,105,96,2013-08-06,en
da15a438fe94f557a7cb27f3ed514586b38a03f563b7440b74702113976e7e03,da15a438fe94f557a7cb27f3ed514586b38a03f563b7440b74702113976e7e03,da15a438fe94f557a7cb27f3ed514586b38a03f563b7440b74702113976e7e03,USA,,,129,284,2013-08-31,en
8d67bf4b3d5adfc17d4c330a376051b42fcda020dd979c42f5c6ef25faa30810,8d67bf4b3d5adfc17d4c330a376051b42fcda020dd979c42f5c6ef25faa30810,8d67bf4b3d5adfc17d4c330a376051b42fcda020dd979c42f5c6ef25faa30810,Москва,"У меня свой только начинающий видеоблог о спорте на ютубе, развиваюсь!",,113,123,2013-12-11,en
beca91052aeb5f19582ceb4615b438717525613c5604dfbbec22d0f2fe340f10,beca91052aeb5f19582ceb4615b438717525613c5604dfbbec22d0f2fe340f10,beca91052aeb5f19582ceb4615b438717525613c5604dfbbec22d0f2fe340f10,"Washington, D.C.",,,51,153,2014-05-14,en
e16f249541392b0378f3c8835c10c23bd7afde1a1b76ff9e77c802d60b1df44b,e16f249541392b0378f3c8835c10c23bd7afde1a1b76ff9e77c802d60b1df44b,e16f249541392b0378f3c8835c10c23bd7afde1a1b76ff9e77c802d60b1df44b,"Velikiy Novgorod, Russia",,,116,758,2014-05-04,en
8da4056b67e1ff9b16609e078941e31f4f8234f062dda1aa802d74751dbf1099,8da4056b67e1ff9b16609e078941e31f4f8234f062dda1aa802d74751dbf1099,8da4056b67e1ff9b16609e078941e31f4f8234f062dda1aa802d74751dbf1099,USA,,,134,411,2014-06-02,en
52a7b3b1afc05fd087a2fe980c143a6a3cde7f6bbd99a84400775fab42066a26,52a7b3b1afc05fd087a2fe980c143a6a3cde7f6bbd99a84400775fab42066a26,52a7b3b1afc05fd087a2fe980c143a6a3cde7f6bbd99a84400775fab42066a26,MN,Act Decidedly And Take The Consequences. No Good Is Ever Done By Hesitation.,,67,100,2014-07-22,en
cb4fa5d8734f25e331b77e59e6f0152ef105c1855dfcaf231ef1a79a8f05edb1,cb4fa5d8734f25e331b77e59e6f0152ef105c1855dfcaf231ef1a79a8f05edb1,cb4fa5d8734f25e331b77e59e6f0152ef105c1855dfcaf231ef1a79a8f05edb1,دمشق,,,6,8,2015-10-16,ru
b6524937dfa6dc02fb163d10f5948402afbcbdf20aeb3220795cc166cfba0d40,b6524937dfa6dc02fb163d10f5948402afbcbdf20aeb3220795cc166cfba0d40,b6524937dfa6dc02fb163d10f5948402afbcbdf20aeb3220795cc166cfba0d40,,,,1453,2024,2015-09-10,en
237d668640e8c2562f03624c08c150f6d7fd5c23e8b6e47248eea93c4099f4e6,237d668640e8c2562f03624c08c150f6d7fd5c23e8b6e47248eea93c4099f4e6,237d668640e8c2562f03624c08c150f6d7fd5c23e8b6e47248eea93c4099f4e6,Саратов ))),Viktoria Sadr),http://t.co/3G87xnl7EC,54,62,2013-11-10,ru
271484d1d8f811c7184958d7d25b346f3733d2dc1d265eb8bd75764f0991b3b1,271484d1d8f811c7184958d7d25b346f3733d2dc1d265eb8bd75764f0991b3b1,271484d1d8f811c7184958d7d25b346f3733d2dc1d265eb8bd75764f0991b3b1,,,,383,393,2014-09-04,en
ab1a00fb2993f2084465207bbad45cb3489e8be664138e0dd52d73d1ac2fd25f,ab1a00fb2993f2084465207bbad45cb3489e8be664138e0dd52d73d1ac2fd25f,ab1a00fb2993f2084465207bbad45cb3489e8be664138e0dd52d73d1ac2fd25f,Питер,"Только доблесть бессмертно живет, Ибо храбрые славны вовеки!",,1849,227,2014-05-04,ru
286a2c9f1394741661c170f19df87953de1f3c1122e6a21d41f5c134da6bc924,286a2c9f1394741661c170f19df87953de1f3c1122e6a21d41f5c134da6bc924,286a2c9f1394741661c170f19df87953de1f3c1122e6a21d41f5c134da6bc924,Санкт-Петербург,Вступай в #МолодаяГвардия,,1792,67,2014-05-11,ru
9eb206c2e76d8ed9117810c8c62496c259eab64673c765d89fbc5a16e39e622f,9eb206c2e76d8ed9117810c8c62496c259eab64673c765d89fbc5a16e39e622f,9eb206c2e76d8ed9117810c8c62496c259eab64673c765d89fbc5a16e39e622f,"Омск, Россия","Самое высокое наслаждение — сделать то, чего, по мнению других вы не можете сделат",,673,1549,2014-03-20,ru
a9ca9bed0acbc5160950f6dd1140479c087bb9097c287d56925c84ec506aba1e,a9ca9bed0acbc5160950f6dd1140479c087bb9097c287d56925c84ec506aba1e,a9ca9bed0acbc5160950f6dd1140479c087bb9097c287d56925c84ec506aba1e,USA,I am who I am!,,100,95,2014-05-29,en
9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44,9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44,9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44,UK,London Guy,,4157,3113,2013-08-24,en
98a4a844b098d80d4a186efd9eb79de450606996c608ca1c82edf0bae4a8cadb,98a4a844b098d80d4a186efd9eb79de450606996c608ca1c82edf0bae4a8cadb,98a4a844b098d80d4a186efd9eb79de450606996c608ca1c82edf0bae4a8cadb,Phoenix,New life,,119,270,2013-12-25,en
